nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.36052316,0.63910925,0.39739484,0.6309155,0.37691057,0.6145281,0.4260728,0.6309155,0.3482326,0.58175325,0.4178791,0.70465887,0.43016967,0.6227218,0.4260728,0.62681866,0.4260728,0.6350124,0.4260728,0.6309155,0.4096854,0.62681866,0.4547508,0.62681866,0.46704134,0.61043125,neutral
0.38510427,0.65549666,0.4096854,0.64320606,0.39329797,0.6145281,0.43016967,0.6309155,0.41378227,0.59814066,0.43836337,0.618625,0.44246024,0.6145281,0.42197597,0.6022375,0.43836337,0.589947,0.43426654,0.618625,0.43426654,0.589947,0.4629445,0.618625,0.4629445,0.6145281,neutral
0.37691057,0.59404385,0.39329797,0.6227218,0.37691057,0.59404385,0.40558854,0.6227218,0.38510427,0.5776564,0.42197597,0.61043125,0.38100743,0.5776564,0.4178791,0.6022375,0.40558854,0.5858501,0.4260728,0.6145281,0.43016967,0.6022375,0.48342878,0.6063344,0.5162036,0.5694627,neutral
0.38510427,0.61043125,0.38920113,0.6022375,0.4014917,0.618625,0.4178791,0.5858501,0.42197597,0.6145281,0.44655707,0.59404385,0.45065394,0.6227218,0.44246024,0.5776564,0.43836337,0.618625,0.48342878,0.59814066,0.4793319,0.6145281,0.5121068,0.6063344,0.49571934,0.6145281,neutral
0.38100743,0.62681866,0.40558854,0.6145281,0.4014917,0.618625,0.42197597,0.61043125,0.4014917,0.59814066,0.44246024,0.6022375,0.45065394,0.6022375,0.42197597,0.61043125,0.42197597,0.618625,0.4547508,0.59404385,0.43836337,0.6063344,0.48342878,0.6022375,0.49571934,0.59404385,neutral
0.38100743,0.62681866,0.39739484,0.6145281,0.38100743,0.59814066,0.44246024,0.618625,0.4096854,0.5776564,0.43426654,0.6145281,0.44655707,0.6022375,0.44246024,0.59814066,0.43836337,0.58175325,0.45884764,0.62681866,0.45065394,0.59814066,0.5571721,0.6309155,0.53668785,0.58175325,neutral
0.24581124,0.49571934,0.31545776,0.39739484,0.34413573,0.5735596,0.45065394,0.35232943,0.48752564,0.589947,0.48342878,0.41378227,0.47523507,0.5080099,0.5571721,0.39739484,0.5571721,0.5243973,0.6923683,0.3113609,0.6964652,0.5571721,0.8357582,0.2048427,0.8849205,0.59814066,neutral
0.3564263,0.6063344,0.36871687,0.6309155,0.35232943,0.589947,0.37691057,0.618625,0.36462,0.58175325,0.39739484,0.6063344,0.39739484,0.59814066,0.39739484,0.6145281,0.36871687,0.589947,0.41378227,0.6063344,0.39739484,0.589947,0.4793319,0.6063344,0.4793319,0.5858501,neutral
0.3564263,0.6227218,0.32774833,0.6022375,0.34413573,0.589947,0.29907033,0.63910925,0.34413573,0.59404385,0.39739484,0.6022375,0.4096854,0.6022375,0.36871687,0.589947,0.3728137,0.56536585,0.36462,0.6063344,0.38920113,0.54897845,0.4793319,0.589947,0.47523507,0.58175325,neutral
0.24171439,0.028677978,0.25400496,0.028677978,0.25400496,0.045065396,0.26629552,0.024581123,0.26629552,0.024581123,0.27039236,0.016387416,0.27039236,0.028677978,0.2867798,0.032774832,0.26629552,0.032774832,0.3113609,0.069646515,0.31545776,0.036871687,0.32774833,0.07374337,0.33594203,0.08193708,neutral
