nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.31545776,0.6350124,0.32365146,0.618625,0.32365146,0.6227218,0.31545776,0.6227218,0.33184516,0.6063344,0.3482326,0.62681866,0.3564263,0.62681866,0.3482326,0.61043125,0.35232943,0.618625,0.3728137,0.6309155,0.3728137,0.6309155,0.39739484,0.6145281,0.39739484,0.62681866,neutral
0.31545776,0.62681866,0.33184516,0.6145281,0.31955463,0.618625,0.32774833,0.61043125,0.32365146,0.6227218,0.36052316,0.62681866,0.33184516,0.6227218,0.3564263,0.6063344,0.3564263,0.6022375,0.37691057,0.618625,0.36462,0.6145281,0.39739484,0.6227218,0.38920113,0.6063344,neutral
0.32365146,0.6145281,0.32774833,0.61043125,0.31955463,0.6227218,0.35232943,0.6145281,0.33594203,0.618625,0.36052316,0.61043125,0.3564263,0.6145281,0.36052316,0.61043125,0.36052316,0.6063344,0.38100743,0.6022375,0.38510427,0.61043125,0.39739484,0.62681866,0.39739484,0.6227218,neutral
0.32774833,0.61043125,0.32774833,0.6022375,0.34413573,0.6063344,0.3564263,0.6145281,0.3564263,0.6022375,0.36871687,0.6145281,0.3564263,0.59814066,0.3564263,0.61043125,0.36871687,0.5858501,0.38100743,0.589947,0.38510427,0.5776564,0.41378227,0.618625,0.4014917,0.59814066,neutral
0.32365146,0.59404385,0.3400389,0.6063344,0.33184516,0.59814066,0.3482326,0.618625,0.34413573,0.59404385,0.36052316,0.6063344,0.3400389,0.61043125,0.35232943,0.6063344,0.3564263,0.6022375,0.35232943,0.6227218,0.36052316,0.6022375,0.39329797,0.6309155,0.38100743,0.6063344,neutral
0.32365146,0.6227218,0.31545776,0.6022375,0.33184516,0.618625,0.34413573,0.6063344,0.34413573,0.6145281,0.36052316,0.61043125,0.3482326,0.6145281,0.3482326,0.61043125,0.34413573,0.618625,0.37691057,0.6063344,0.3728137,0.6022375,0.38920113,0.6145281,0.39329797,0.6063344,neutral
0.31545776,0.61043125,0.31545776,0.6022375,0.32365146,0.6022375,0.33594203,0.59814066,0.32774833,0.5735596,0.36462,0.6063344,0.36871687,0.6063344,0.3400389,0.5735596,0.33594203,0.56536585,0.35232943,0.5776564,0.3482326,0.589947,0.38100743,0.59814066,0.38920113,0.59404385,neutral
0.29907033,0.618625,0.3113609,0.5858501,0.3031672,0.59814066,0.27448922,0.47523507,0.3031672,0.48342878,0.36462,0.5735596,0.3113609,0.49571934,0.3400389,0.50391304,0.33594203,0.49162248,0.3564263,0.5735596,0.35232943,0.5776564,0.38920113,0.5858501,0.38100743,0.5858501,neutral
0.4014917,0.33594203,0.43016967,0.3564263,0.42197597,0.36052316,0.45884764,0.37691057,0.45065394,0.36871687,0.4711382,0.36462,0.44246024,0.36871687,0.45884764,0.38100743,0.4629445,0.38510427,0.50391304,0.39739484,0.5080099,0.36871687,0.5571721,0.38100743,0.5530753,0.36871687,neutral
0.4014917,0.33184516,0.4178791,0.34413573,0.41378227,0.35232943,0.43016967,0.3728137,0.43836337,0.3564263,0.44246024,0.36462,0.4629445,0.36871687,0.43016967,0.39739484,0.45884764,0.38510427,0.4711382,0.38510427,0.47523507,0.38100743,0.5448816,0.4014917,0.53668785,0.38510427,neutral
0.36462,0.2867798,0.38920113,0.32774833,0.39329797,0.34413573,0.4178791,0.35232943,0.41378227,0.34413573,0.49162248,0.36871687,0.4260728,0.3564263,0.44246024,0.37691057,0.45065394,0.36871687,0.50391304,0.37691057,0.49162248,0.38100743,0.53668785,0.3728137,0.5407847,0.36462,neutral
0.3113609,0.561269,0.33594203,0.5571721,0.32774833,0.5776564,0.33184516,0.5735596,0.33594203,0.56536585,0.3482326,0.5735596,0.33594203,0.561269,0.3482326,0.5694627,0.3482326,0.561269,0.35232943,0.5694627,0.36462,0.5694627,0.39329797,0.5735596,0.39739484,0.5735596,neutral
0.30726406,0.5735596,0.30726406,0.5694627,0.3113609,0.5694627,0.32365146,0.5571721,0.3113609,0.5571721,0.33184516,0.561269,0.33184516,0.561269,0.3482326,0.5858501,0.32774833,0.5694627,0.3728137,0.5694627,0.36052316,0.56536585,0.38920113,0.5694627,0.39329797,0.5735596,neutral
0.31955463,0.5571721,0.31955463,0.56536585,0.32365146,0.58175325,0.33594203,0.5571721,0.34413573,0.561269,0.36462,0.561269,0.36462,0.5694627,0.34413573,0.561269,0.3482326,0.54897845,0.36052316,0.561269,0.36462,0.5694627,0.38920113,0.5735596,0.39739484,0.5571721,neutral
0.4096854,0.29087663,0.40558854,0.31545776,0.4014917,0.3113609,0.43836337,0.31545776,0.43836337,0.2867798,0.4547508,0.2949735,0.45884764,0.3031672,0.4629445,0.36871687,0.45884764,0.36462,0.48342878,0.34413573,0.48342878,0.31955463,0.5243973,0.33594203,0.5284942,0.33594203,neutral
0.39739484,0.2867798,0.4096854,0.29907033,0.4178791,0.3031672,0.43016967,0.29087663,0.43836337,0.31545776,0.45065394,0.29907033,0.44655707,0.3113609,0.4629445,0.3113609,0.46704134,0.3113609,0.48752564,0.2949735,0.49571934,0.31955463,0.53668785,0.31545776,0.5243973,0.32774833,neutral
0.28268293,0.5571721,0.3031672,0.5448816,0.3031672,0.5530753,0.30726406,0.54897845,0.31545776,0.54897845,0.34413573,0.5571721,0.3400389,0.5571721,0.34413573,0.561269,0.3400389,0.5530753,0.36052316,0.54897845,0.36052316,0.5530753,0.39329797,0.56536585,0.38920113,0.5571721,neutral
