nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.33184516,0.68827146,0.3564263,0.67188406,0.3113609,0.5448816,0.36462,0.67188406,0.3031672,0.5571721,0.38100743,0.6513998,0.2949735,0.5162036,0.36871687,0.63910925,0.3482326,0.52030045,0.37691057,0.6513998,0.36871687,0.5735596,0.4014917,0.6513998,0.39739484,0.52030045,neutral
0.34413573,0.6964652,0.3482326,0.6473029,0.36462,0.6595935,0.29907033,0.65549666,0.29907033,0.5571721,0.39329797,0.67188406,0.37691057,0.63910925,0.38920113,0.58175325,0.39329797,0.5776564,0.41378227,0.6513998,0.39329797,0.58175325,0.42197597,0.6513998,0.43426654,0.618625,neutral
0.36462,0.6964652,0.38100743,0.6759809,0.36871687,0.6759809,0.38510427,0.6923683,0.3728137,0.68827146,0.38100743,0.6800778,0.38100743,0.67188406,0.3728137,0.6145281,0.3482326,0.53668785,0.38920113,0.65549666,0.39329797,0.6350124,0.4096854,0.6677872,0.4096854,0.6636903,neutral
0.3564263,0.6964652,0.37691057,0.6677872,0.3564263,0.6145281,0.39739484,0.6923683,0.36462,0.52030045,0.38920113,0.67188406,0.40558854,0.68827146,0.39739484,0.6595935,0.36871687,0.5571721,0.39739484,0.67188406,0.38100743,0.49571934,0.41378227,0.6800778,0.4096854,0.6759809,neutral
0.23352067,0.016387416,0.24171439,0.008193708,0.2581018,0.012290562,0.24581124,0.016387416,0.24990809,0.032774832,0.26629552,0.02048427,0.2581018,0.016387416,0.28268293,0.02048427,0.27858606,0.024581123,0.29907033,0.028677978,0.29907033,0.032774832,0.33184516,0.09013079,0.29907033,0.032774832,neutral
0.23761754,0.016387416,0.24990809,0.012290562,0.2581018,0.024581123,0.24990809,0.057355955,0.24581124,0.036871687,0.27039236,0.0532591,0.27858606,0.028677978,0.2867798,0.057355955,0.2949735,0.036871687,0.2949735,0.0532591,0.29907033,0.02048427,0.29907033,0.049162246,0.33184516,0.02048427,neutral
0.24990809,0.028677978,0.24171439,0.008193708,0.24581124,0.04096854,0.25400496,0.036871687,0.26219866,0.032774832,0.27039236,0.032774832,0.27858606,0.045065396,0.27039236,0.045065396,0.27858606,0.036871687,0.27858606,0.036871687,0.3031672,0.04096854,0.29907033,0.0532591,0.29907033,0.0532591,neutral
0.38100743,0.70875573,0.4096854,0.6595935,0.38510427,0.6800778,0.40558854,0.71694946,0.39739484,0.72514313,0.42197597,0.64320606,0.4178791,0.6350124,0.3728137,0.5284942,0.3482326,0.561269,0.38510427,0.5080099,0.38510427,0.50391304,0.42197597,0.6800778,0.4260728,0.6227218,neutral
0.25400496,0.02048427,0.25400496,0.02048427,0.24990809,0.02048427,0.26219866,0.0532591,0.26219866,0.032774832,0.27039236,0.02048427,0.26629552,0.028677978,0.2867798,0.024581123,0.28268293,0.02048427,0.31545776,0.024581123,0.3113609,0.045065396,0.35232943,0.032774832,0.35232943,0.028677978,neutral
0.25400496,0.028677978,0.26629552,0.016387416,0.26219866,0.012290562,0.26219866,0.02048427,0.26219866,0.032774832,0.2867798,0.028677978,0.27858606,0.024581123,0.2949735,0.028677978,0.2949735,0.024581123,0.31545776,0.016387416,0.32365146,0.024581123,0.31545776,0.024581123,0.31545776,0.032774832,neutral
0.24171439,0.028677978,0.24990809,0.024581123,0.2581018,0.02048427,0.27448922,0.069646515,0.24990809,0.012290562,0.27858606,0.065549664,0.26219866,0.02048427,0.27448922,0.036871687,0.2867798,0.024581123,0.29907033,0.045065396,0.3031672,0.028677978,0.33184516,0.10242135,0.32365146,0.028677978,neutral
0.25400496,0.036871687,0.24581124,0.016387416,0.24990809,0.024581123,0.27858606,0.036871687,0.26219866,0.04096854,0.2581018,0.04096854,0.27039236,0.045065396,0.2867798,0.028677978,0.29087663,0.032774832,0.29907033,0.032774832,0.3031672,0.032774832,0.33594203,0.069646515,0.3564263,0.008193708,neutral
