nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.36871687,0.8111771,0.3482326,0.73743373,0.36871687,0.82756454,0.36462,0.6227218,0.46704134,0.70875573,0.37691057,0.61043125,0.36871687,0.6473029,0.45884764,0.6923683,0.46704134,0.72514313,0.5448816,0.6022375,0.49571934,0.70875573,0.5735596,0.561269,0.5694627,0.56536585,neutral
0.24581124,0.032774832,0.25400496,0.02048427,0.24990809,0.016387416,0.27039236,0.036871687,0.24990809,0.024581123,0.27448922,0.04096854,0.27039236,0.036871687,0.27448922,0.028677978,0.27858606,0.045065396,0.3031672,0.049162246,0.3031672,0.045065396,0.31545776,0.069646515,0.2949735,0.036871687,neutral
0.2949735,0.6309155,0.29907033,0.6022375,0.29087663,0.5530753,0.2867798,0.6473029,0.3113609,0.44246024,0.37691057,0.6677872,0.38920113,0.42197597,0.3113609,0.49162248,0.33184516,0.4711382,0.52030045,0.58175325,0.47523507,0.48342878,0.6145281,0.52030045,0.6677872,0.4547508,neutral
0.4711382,0.8849205,0.4096854,0.83166134,0.4547508,0.8849205,0.43426654,0.75382113,0.43836337,0.7661117,0.4096854,0.8234677,0.45065394,0.6677872,0.53259104,0.72924,0.5407847,0.75382113,0.54897845,0.68827146,0.5735596,0.73743373,0.6636903,0.618625,0.6595935,0.618625,neutral
0.29087663,0.9176953,0.33594203,0.59814066,0.3031672,0.4547508,0.29907033,0.589947,0.30726406,0.38100743,0.40558854,0.5407847,0.50391304,0.38510427,0.36871687,0.53259104,0.3564263,0.49162248,0.47523507,0.6923683,0.5407847,0.49162248,0.73333687,0.4793319,0.70875573,0.41378227,neutral
0.33184516,0.63910925,0.37691057,0.6350124,0.31955463,0.6227218,0.43016967,0.7415306,0.2581018,0.39329797,0.4793319,0.7128526,0.4096854,0.43426654,0.3482326,0.5530753,0.3482326,0.47523507,0.5448816,0.6022375,0.5121068,0.52030045,0.74972427,0.5530753,0.74972427,0.4547508,neutral
0.23352067,0.028677978,0.25400496,0.028677978,0.2581018,0.028677978,0.24990809,0.02048427,0.2581018,0.028677978,0.27858606,0.028677978,0.27858606,0.032774832,0.27448922,0.024581123,0.29087663,0.036871687,0.29087663,0.024581123,0.29907033,0.028677978,0.3031672,0.045065396,0.3031672,0.049162246,neutral
0.33594203,0.6677872,0.3400389,0.6473029,0.32774833,0.6145281,0.31955463,0.6063344,0.31955463,0.6145281,0.33184516,0.589947,0.32774833,0.589947,0.38100743,0.6022375,0.38100743,0.6022375,0.48342878,0.6636903,0.44655707,0.73333687,0.47523507,0.71694946,0.4711382,0.72924,neutral
0.6513998,0.9340827,0.6350124,0.76201487,0.6964652,0.9135984,0.74972427,0.6513998,0.74972427,0.93817955,0.7128526,0.7210463,0.7128526,0.7415306,0.90540475,0.6473029,0.90540475,0.7415306,0.95047015,0.6350124,0.9791481,0.8685331,0.9750513,0.5858501,0.9791481,0.6145281,neutral
0.31545776,0.618625,0.31545776,0.589947,0.3113609,0.6063344,0.3113609,0.589947,0.2949735,0.5407847,0.3400389,0.5694627,0.31545776,0.5407847,0.4014917,0.561269,0.39739484,0.5735596,0.43836337,0.70875573,0.54897845,0.53668785,0.5407847,0.6595935,0.54897845,0.5735596,neutral
0.47523507,0.81527394,0.50391304,0.74972427,0.5243973,0.84395194,0.56536585,0.6677872,0.5571721,0.9463733,0.5407847,0.70465887,0.5448816,0.72514313,0.6923683,0.67188406,0.6964652,0.73743373,0.79888654,0.6145281,0.76201487,0.8685331,0.9176953,0.56536585,0.9176953,0.8726299,neutral
