nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.28268293,0.46704134,0.32774833,0.50391304,0.33184516,0.39329797,0.3400389,0.5694627,0.33594203,0.38510427,0.42197597,0.49981618,0.46704134,0.44246024,0.39739484,0.561269,0.4014917,0.49981618,0.4547508,0.49571934,0.45884764,0.47523507,0.49981618,0.44655707,0.5243973,0.43426654,neutral
0.561269,0.49981618,0.59814066,0.41378227,0.6473029,0.5530753,0.70875573,0.3482326,0.7456274,0.59814066,0.75382113,0.3113609,0.7661117,0.6513998,0.78659594,0.36052316,0.8029834,0.4547508,0.8111771,0.33594203,0.8480488,0.45884764,0.9135984,0.22532697,0.8234677,0.3482326,neutral
0.37691057,0.48342878,0.37691057,0.49981618,0.38100743,0.48752564,0.4014917,0.49981618,0.4014917,0.4793319,0.43016967,0.49981618,0.40558854,0.48752564,0.40558854,0.49571934,0.40558854,0.4793319,0.43426654,0.49162248,0.43426654,0.48342878,0.47523507,0.48342878,0.47523507,0.4547508,neutral
0.35232943,0.4014917,0.40558854,0.4793319,0.3564263,0.38510427,0.40558854,0.50391304,0.36052316,0.3728137,0.45065394,0.49162248,0.36871687,0.38100743,0.40558854,0.50391304,0.4096854,0.47523507,0.43016967,0.49571934,0.43836337,0.46704134,0.4711382,0.48752564,0.48342878,0.45884764,neutral
0.34413573,0.37691057,0.3400389,0.37691057,0.36462,0.3728137,0.3564263,0.38510427,0.36052316,0.37691057,0.36462,0.38510427,0.36871687,0.36462,0.41378227,0.3728137,0.39739484,0.38100743,0.4260728,0.36462,0.4178791,0.37691057,0.4178791,0.37691057,0.4096854,0.3728137,neutral
0.38920113,0.48342878,0.4014917,0.49162248,0.35232943,0.4014917,0.4096854,0.49162248,0.4178791,0.48342878,0.4096854,0.49162248,0.43016967,0.48342878,0.42197597,0.49571934,0.42197597,0.48752564,0.43836337,0.49981618,0.4629445,0.46704134,0.44655707,0.49162248,0.49162248,0.4547508,neutral
0.33594203,0.4014917,0.38510427,0.49571934,0.32774833,0.4014917,0.39329797,0.5080099,0.3564263,0.38100743,0.42197597,0.5080099,0.36462,0.37691057,0.39739484,0.5121068,0.4014917,0.5080099,0.43426654,0.49981618,0.43836337,0.48752564,0.48752564,0.49981618,0.47523507,0.46704134,neutral
0.33594203,0.38920113,0.3564263,0.4014917,0.34413573,0.38100743,0.3564263,0.40558854,0.35232943,0.4014917,0.36871687,0.4014917,0.36871687,0.39329797,0.4014917,0.4711382,0.39329797,0.4178791,0.42197597,0.49571934,0.41378227,0.48752564,0.44655707,0.5121068,0.4547508,0.46704134,neutral
0.38510427,0.52030045,0.41378227,0.5243973,0.4014917,0.49981618,0.38100743,0.54897845,0.38920113,0.49571934,0.42197597,0.53668785,0.4096854,0.5080099,0.39739484,0.5448816,0.39329797,0.5162036,0.43016967,0.5448816,0.43016967,0.4793319,0.44246024,0.5448816,0.41378227,0.40558854,neutral
0.34413573,0.4547508,0.39739484,0.5162036,0.39329797,0.49981618,0.38100743,0.5530753,0.3482326,0.47523507,0.42197597,0.54897845,0.36871687,0.4629445,0.38100743,0.48752564,0.39739484,0.49571934,0.43426654,0.5121068,0.4178791,0.4711382,0.45884764,0.53668785,0.4547508,0.49981618,neutral
