nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.45065394,0.32774833,0.45065394,0.34413573,0.45884764,0.35232943,0.47523507,0.36871687,0.47523507,0.36871687,0.49571934,0.36871687,0.48752564,0.3728137,0.49162248,0.36871687,0.48342878,0.3728137,0.5162036,0.36871687,0.5162036,0.38920113,0.5530753,0.39329797,0.5407847,0.3728137,neutral
0.43016967,0.31955463,0.45065394,0.32774833,0.45065394,0.34413573,0.49162248,0.36052316,0.45884764,0.35232943,0.48752564,0.3564263,0.49981618,0.36871687,0.49571934,0.3564263,0.48752564,0.38920113,0.5407847,0.34413573,0.5407847,0.3564263,0.6022375,0.36871687,0.53668785,0.38100743,neutral
0.42197597,0.24990809,0.46704134,0.28268293,0.44246024,0.3400389,0.4711382,0.31545776,0.4629445,0.32774833,0.49981618,0.31545776,0.4793319,0.33184516,0.4793319,0.3482326,0.48342878,0.35232943,0.49981618,0.34413573,0.52030045,0.36052316,0.5694627,0.34413573,0.53668785,0.3728137,neutral
0.43836337,0.29087663,0.4629445,0.29907033,0.4547508,0.3113609,0.4711382,0.31545776,0.45065394,0.31955463,0.48342878,0.3113609,0.4711382,0.31955463,0.49981618,0.32365146,0.4793319,0.33184516,0.5121068,0.30726406,0.5121068,0.3400389,0.58175325,0.31955463,0.58175325,0.32774833,neutral
0.30726406,0.09422764,0.4178791,0.24171439,0.42197597,0.29087663,0.43426654,0.27858606,0.43426654,0.27858606,0.46704134,0.31545776,0.44246024,0.27448922,0.47523507,0.3400389,0.43426654,0.32774833,0.5162036,0.34413573,0.5243973,0.34413573,0.5571721,0.36052316,0.5448816,0.3400389,neutral
0.52030045,0.62681866,0.561269,0.7210463,0.53668785,0.7128526,0.4793319,0.5735596,0.48342878,0.589947,0.50391304,0.589947,0.5080099,0.589947,0.6677872,0.71694946,0.6350124,0.70875573,0.67188406,0.64320606,0.67188406,0.6677872,0.82756454,0.72924,0.6800778,0.6923683,neutral
0.2581018,0.02048427,0.2581018,0.5858501,0.27858606,0.8480488,0.29087663,0.8726299,0.2949735,0.86033934,0.3113609,0.8521456,0.3113609,0.8480488,0.29087663,0.54897845,0.2949735,0.56536585,0.4711382,0.30726406,0.31955463,0.8685331,0.3482326,0.8685331,0.3482326,0.8726299,neutral
0.43016967,0.26219866,0.4629445,0.28268293,0.4629445,0.27858606,0.4547508,0.27039236,0.48752564,0.3031672,0.49981618,0.30726406,0.50391304,0.3031672,0.48752564,0.31955463,0.48752564,0.31545776,0.53668785,0.31955463,0.5407847,0.32365146,0.5858501,0.31955463,0.5858501,0.32774833,neutral
0.43016967,0.27039236,0.45884764,0.26629552,0.45884764,0.27039236,0.47523507,0.27858606,0.4793319,0.30726406,0.49162248,0.3031672,0.49571934,0.30726406,0.50391304,0.29087663,0.49981618,0.29907033,0.5162036,0.29907033,0.5162036,0.31545776,0.5858501,0.2949735,0.589947,0.30726406,neutral
0.43426654,0.27039236,0.4260728,0.27039236,0.4547508,0.27858606,0.4547508,0.29087663,0.45884764,0.26629552,0.4711382,0.2949735,0.4711382,0.2867798,0.47523507,0.28268293,0.4793319,0.2867798,0.5162036,0.27858606,0.52030045,0.27858606,0.589947,0.29087663,0.5735596,0.2949735,neutral
0.4178791,0.26219866,0.43836337,0.26219866,0.4547508,0.26219866,0.46704134,0.27039236,0.47523507,0.27039236,0.49162248,0.27858606,0.49162248,0.27448922,0.49571934,0.27858606,0.49981618,0.27448922,0.52030045,0.29907033,0.5162036,0.2867798,0.56536585,0.27858606,0.5776564,0.2867798,neutral
0.43836337,0.23761754,0.46704134,0.26629552,0.4629445,0.28268293,0.4793319,0.26629552,0.46704134,0.28268293,0.49571934,0.27039236,0.5121068,0.2867798,0.5162036,0.26629552,0.5162036,0.28268293,0.5121068,0.28268293,0.5243973,0.2867798,0.5735596,0.27448922,0.5735596,0.27039236,neutral
0.2867798,0.9627607,0.27039236,0.62681866,0.27448922,0.6350124,0.27039236,0.65549666,0.29087663,0.8480488,0.26629552,0.63910925,0.30726406,0.84395194,0.2867798,0.561269,0.2949735,0.5776564,0.29907033,0.61043125,0.28268293,0.64320606,0.33594203,0.8562425,0.33594203,0.86033934,neutral
0.26219866,0.8398551,0.24581124,0.61043125,0.26629552,0.61043125,0.25400496,0.5776564,0.2581018,0.6145281,0.3031672,0.86033934,0.3400389,0.6636903,0.27039236,0.5694627,0.29087663,0.58175325,0.34413573,0.6473029,0.31545776,0.5162036,0.34413573,0.8726299,0.35232943,0.5407847,neutral
0.41378227,0.22942382,0.43836337,0.23352067,0.4547508,0.23761754,0.47523507,0.23352067,0.47523507,0.22942382,0.4793319,0.25400496,0.48342878,0.2581018,0.4711382,0.24171439,0.47523507,0.24581124,0.50391304,0.25400496,0.50391304,0.24990809,0.5694627,0.24581124,0.561269,0.2581018,neutral
