nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.13109933,0.39329797,0.22942382,0.39329797,0.2130364,0.49981618,0.37691057,0.40558854,0.3564263,0.4793319,0.3728137,0.29907033,0.3564263,0.34413573,0.5080099,0.44655707,0.48752564,0.53259104,0.6759809,0.31955463,0.6636903,0.5694627,0.9135984,0.33184516,0.8521456,0.6800778,neutral
0.12700248,0.4014917,0.23352067,0.3728137,0.22532697,0.48342878,0.38920113,0.3482326,0.36052316,0.5080099,0.36462,0.30726406,0.3400389,0.4096854,0.49162248,0.4260728,0.4793319,0.5407847,0.65549666,0.3400389,0.6759809,0.5858501,0.90540475,0.34413573,0.8357582,0.6759809,neutral
0.1515836,0.41378227,0.23352067,0.36871687,0.22123012,0.5121068,0.37691057,0.33594203,0.36871687,0.50391304,0.3482326,0.2867798,0.36462,0.44246024,0.50391304,0.4178791,0.48342878,0.5162036,0.6636903,0.3400389,0.6473029,0.5694627,0.89311415,0.36052316,0.8234677,0.6595935,neutral
0.045065396,0.45065394,0.0532591,0.561269,0.31545776,0.41378227,0.27039236,0.5776564,0.31545776,0.44246024,0.36462,0.49981618,0.45884764,0.41378227,0.39739484,0.54897845,0.4014917,0.48752564,0.6063344,0.5530753,0.6677872,0.49571934,0.8849205,0.5162036,0.88901734,0.49162248,neutral
0.6759809,0.8849205,0.6964652,0.8849205,0.68827146,0.8808236,0.5858501,0.53259104,0.58175325,0.6022375,0.6309155,0.50391304,0.5858501,0.5776564,0.5858501,0.5694627,0.589947,0.5571721,0.6350124,0.52030045,0.63910925,0.59404385,0.7128526,0.5571721,0.7128526,0.6309155,neutral
0.5571721,0.5776564,0.6841746,0.8849205,0.6759809,0.87672675,0.5571721,0.5448816,0.7415306,0.925889,0.757918,0.8644362,0.7456274,0.9095016,0.7743054,0.89311415,0.77020854,0.93817955,0.70056206,0.8521456,0.78249913,0.89311415,0.7210463,0.63910925,0.7128526,0.6473029,neutral
0.73333687,0.77020854,0.8111771,0.70875573,0.7947897,0.8521456,0.9135984,0.72924,0.8808236,0.9135984,0.88901734,0.73333687,0.9463733,0.9176953,0.96685755,0.8029834,0.9750513,0.87672675,0.9791481,0.72924,0.9791481,0.9176953,0.8480488,0.43016967,0.8357582,0.74972427,neutral
0.6350124,0.8685331,0.6677872,0.88901734,0.6677872,0.925889,0.56536585,0.5858501,0.5407847,0.63910925,0.5571721,0.5162036,0.5694627,0.6063344,0.5407847,0.61043125,0.5530753,0.62681866,0.56536585,0.5162036,0.67188406,0.58175325,0.70056206,0.6350124,0.6759809,0.62681866,neutral
0.64320606,0.89311415,0.68827146,0.90540475,0.67188406,0.897211,0.5776564,0.54897845,0.6964652,0.9299859,0.70056206,0.8685331,0.73333687,0.89311415,0.6350124,0.54897845,0.5735596,0.6063344,0.5407847,0.5121068,0.61043125,0.5243973,0.65549666,0.5080099,0.6595935,0.5571721,neutral
0.7415306,0.81527394,0.80708027,0.7743054,0.79888654,0.8849205,0.9299859,0.76201487,0.89311415,0.92179215,0.9463733,0.79888654,0.95456696,0.9422764,0.9750513,0.8398551,0.98324496,0.89311415,0.98324496,0.7661117,0.9791481,0.9422764,0.8398551,0.48342878,0.9586638,0.9176953,neutral
0.6473029,0.8726299,0.3113609,0.62681866,0.31955463,0.6145281,0.26219866,0.8562425,0.3482326,0.5121068,0.72924,0.87672675,0.56536585,0.53668785,0.29907033,0.50391304,0.30726406,0.50391304,0.5243973,0.5243973,0.6145281,0.46704134,0.81527394,0.4793319,0.73333687,0.38920113,neutral
0.6350124,0.8808236,0.2949735,0.52030045,0.30726406,0.5858501,0.45884764,0.53259104,0.33184516,0.49981618,0.74972427,0.8849205,0.44246024,0.5121068,0.29907033,0.4629445,0.33184516,0.49981618,0.5121068,0.43836337,0.5735596,0.4711382,0.6759809,0.4096854,0.6595935,0.41378227,neutral
0.6350124,0.87672675,0.6923683,0.9013079,0.6677872,0.9176953,0.7128526,0.87672675,0.6022375,0.58175325,0.7128526,0.8808236,0.61043125,0.589947,0.54897845,0.59814066,0.5571721,0.6022375,0.63910925,0.53259104,0.6964652,0.64320606,0.6473029,0.54897845,0.7415306,0.5735596,neutral
0.62681866,0.897211,0.6636903,0.88901734,0.6595935,0.9299859,0.7128526,0.8644362,0.70875573,0.9463733,0.75382113,0.8726299,0.757918,0.89311415,0.77020854,0.90540475,0.78249913,0.9176953,0.6923683,0.8849205,0.70875573,0.54897845,0.757918,0.5121068,0.7743054,0.5448816,neutral
0.62681866,0.88901734,0.6595935,0.89311415,0.6595935,0.9463733,0.70465887,0.8808236,0.70056206,0.9463733,0.7415306,0.8808236,0.74972427,0.9176953,0.77840227,0.90540475,0.77020854,0.9422764,0.6964652,0.8726299,0.77840227,0.9299859,0.78249913,0.87672675,0.6595935,0.67188406,neutral
0.6350124,0.8685331,0.6473029,0.8849205,0.6473029,0.925889,0.6964652,0.88901734,0.70056206,0.90540475,0.7210463,0.8685331,0.71694946,0.88901734,0.76201487,0.89311415,0.7661117,0.9299859,0.78249913,0.89311415,0.70056206,0.9176953,0.73333687,0.8808236,0.68827146,0.68827146,neutral
0.6309155,0.8849205,0.6473029,0.89311415,0.6636903,0.9340827,0.6841746,0.87672675,0.6841746,0.95047015,0.6923683,0.8480488,0.6636903,0.89311415,0.77020854,0.88901734,0.7661117,0.925889,0.70056206,0.88901734,0.7947897,0.9340827,0.77840227,0.8849205,0.71694946,0.8849205,neutral
0.62681866,0.88901734,0.6595935,0.89311415,0.6595935,0.9340827,0.72924,0.8644362,0.70465887,0.9463733,0.73333687,0.8685331,0.6964652,0.89311415,0.7743054,0.9013079,0.78249913,0.92179215,0.78249913,0.87672675,0.78659594,0.9176953,0.7661117,0.8726299,0.77020854,0.63910925,neutral
0.6595935,0.78659594,0.73743373,0.72924,0.72924,0.8562425,0.8685331,0.72514313,0.8521456,0.9013079,0.87672675,0.7743054,0.8849205,0.82756454,0.9627607,0.78659594,0.95047015,0.89311415,0.98324496,0.73333687,0.9709544,0.92179215,0.89311415,0.43426654,0.9791481,0.9135984,neutral
0.6227218,0.8808236,0.6513998,0.89311415,0.6636903,0.9340827,0.70465887,0.8808236,0.6964652,0.93817955,0.72924,0.8849205,0.64320606,0.88901734,0.77840227,0.9013079,0.77020854,0.93817955,0.8029834,0.87672675,0.7947897,0.95047015,0.29087663,0.028677978,0.70056206,0.8808236,neutral
0.64320606,0.8849205,0.67188406,0.87672675,0.6759809,0.925889,0.7128526,0.8685331,0.70875573,0.9463733,0.63910925,0.87672675,0.74972427,0.9340827,0.7743054,0.9176953,0.7661117,0.9422764,0.6800778,0.88901734,0.78659594,0.96685755,0.27448922,0.024581123,0.82756454,0.95456696,neutral
0.6227218,0.8849205,0.6513998,0.8644362,0.6595935,0.9463733,0.70875573,0.8644362,0.71694946,0.9627607,0.73333687,0.8726299,0.7210463,0.9299859,0.757918,0.88901734,0.7743054,0.95456696,0.70465887,0.8726299,0.76201487,0.95047015,0.757918,0.8644362,0.73333687,0.6677872,neutral
0.6227218,0.897211,0.67188406,0.8685331,0.6636903,0.9463733,0.72514313,0.87672675,0.71694946,0.95047015,0.73743373,0.8726299,0.73333687,0.9299859,0.77840227,0.88901734,0.77020854,0.92179215,0.77020854,0.8685331,0.78659594,0.9586638,0.8234677,0.9013079,0.8234677,0.9340827,neutral
0.4014917,0.589947,0.5448816,0.46704134,0.5448816,0.75382113,0.77020854,0.45884764,0.76201487,0.7906928,0.83166134,0.5284942,0.8193708,0.76201487,0.89311415,0.5571721,0.89311415,0.7415306,0.96685755,0.4629445,0.897211,0.76201487,0.9013079,0.5162036,0.93817955,0.7661117,neutral
0.6350124,0.89311415,0.6595935,0.8644362,0.6595935,0.88901734,0.5694627,0.4793319,0.72514313,0.92179215,0.6513998,0.86033934,0.72924,0.9176953,0.77020854,0.89311415,0.7661117,0.9095016,0.64320606,0.5448816,0.6513998,0.5448816,0.6513998,0.53259104,0.6759809,0.5735596,neutral
0.6473029,0.8685331,0.6595935,0.86033934,0.67188406,0.9013079,0.73333687,0.8398551,0.7210463,0.925889,0.72924,0.8480488,0.73743373,0.8726299,0.76201487,0.8644362,0.78249913,0.9095016,0.72924,0.84395194,0.59814066,0.6473029,0.6022375,0.54897845,0.6227218,0.6636903,neutral
0.6841746,0.72924,0.7661117,0.7456274,0.7415306,0.86033934,0.89311415,0.72514313,0.8521456,0.9176953,0.82756454,0.6800778,0.82756454,0.6841746,0.9586638,0.7906928,0.96685755,0.8849205,0.9914387,0.72514313,0.78659594,0.75382113,0.84395194,0.6759809,0.8029834,0.6923683,neutral
0.6513998,0.8357582,0.67188406,0.8644362,0.6636903,0.8849205,0.7210463,0.8521456,0.7210463,0.8726299,0.73333687,0.82756454,0.72924,0.8234677,0.7661117,0.8726299,0.78659594,0.87672675,0.78249913,0.8562425,0.6800778,0.84395194,0.65549666,0.8398551,0.33594203,0.44246024,neutral
