nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.38920113,0.70056206,0.4096854,0.6759809,0.4096854,0.6636903,0.40558854,0.6841746,0.4096854,0.6759809,0.43016967,0.6800778,0.44655707,0.6350124,0.40558854,0.5407847,0.41378227,0.5407847,0.44655707,0.6595935,0.45065394,0.64320606,0.49162248,0.59814066,0.49571934,0.6227218,neutral
0.38510427,0.7415306,0.42197597,0.70056206,0.4096854,0.6759809,0.41378227,0.6800778,0.4260728,0.62681866,0.4178791,0.6759809,0.45065394,0.63910925,0.43426654,0.59814066,0.43426654,0.58175325,0.4793319,0.6309155,0.48342878,0.6227218,0.52030045,0.64320606,0.5243973,0.6350124,neutral
0.38100743,0.7210463,0.43016967,0.6513998,0.4014917,0.6964652,0.4096854,0.6759809,0.4178791,0.6759809,0.47523507,0.6473029,0.4260728,0.6800778,0.4547508,0.589947,0.4547508,0.5776564,0.4793319,0.6513998,0.49571934,0.6473029,0.52030045,0.63910925,0.5448816,0.6227218,neutral
0.39739484,0.72924,0.4260728,0.6923683,0.41378227,0.6759809,0.41378227,0.6964652,0.4260728,0.6636903,0.4629445,0.6513998,0.46704134,0.63910925,0.45065394,0.61043125,0.44246024,0.6022375,0.45065394,0.65549666,0.4629445,0.6350124,0.49981618,0.64320606,0.49571934,0.63910925,neutral
0.39739484,0.70875573,0.39329797,0.6595935,0.43016967,0.65549666,0.43836337,0.6513998,0.43836337,0.64320606,0.46704134,0.6595935,0.50391304,0.65549666,0.44655707,0.6350124,0.46704134,0.63910925,0.48752564,0.67188406,0.48342878,0.6595935,0.5407847,0.6595935,0.53259104,0.64320606,neutral
0.4014917,0.70875573,0.43426654,0.6677872,0.43426654,0.6759809,0.45065394,0.6513998,0.45065394,0.6677872,0.45884764,0.6677872,0.5080099,0.6309155,0.4711382,0.6595935,0.4711382,0.6595935,0.48752564,0.6636903,0.49981618,0.63910925,0.5448816,0.6677872,0.561269,0.6473029,neutral
0.4014917,0.6923683,0.4260728,0.68827146,0.43016967,0.67188406,0.43836337,0.6595935,0.4547508,0.6473029,0.4547508,0.6677872,0.4629445,0.6636903,0.46704134,0.6513998,0.44246024,0.65549666,0.4793319,0.6513998,0.4793319,0.65549666,0.5407847,0.6636903,0.5407847,0.6636903,neutral
0.40558854,0.6964652,0.43016967,0.6759809,0.43016967,0.6677872,0.44655707,0.6841746,0.44246024,0.6636903,0.48342878,0.6800778,0.4793319,0.6636903,0.4793319,0.65549666,0.4711382,0.67188406,0.49981618,0.6841746,0.48752564,0.6677872,0.54897845,0.67188406,0.54897845,0.6636903,neutral
0.4014917,0.70056206,0.40558854,0.6800778,0.41378227,0.6759809,0.44246024,0.6759809,0.43836337,0.67188406,0.47523507,0.67188406,0.4629445,0.67188406,0.4711382,0.6636903,0.4629445,0.6595935,0.50391304,0.6800778,0.49981618,0.6677872,0.54897845,0.6841746,0.561269,0.6473029,neutral
0.39329797,0.70465887,0.42197597,0.6964652,0.4178791,0.6923683,0.43426654,0.6923683,0.43426654,0.6800778,0.45065394,0.6841746,0.48342878,0.6677872,0.46704134,0.6759809,0.45884764,0.6677872,0.50391304,0.6841746,0.48752564,0.6759809,0.5407847,0.6800778,0.5530753,0.6636903,neutral
0.49981618,0.31955463,0.5162036,0.30726406,0.50391304,0.36871687,0.5407847,0.28268293,0.5284942,0.3482326,0.5243973,0.29907033,0.5735596,0.3564263,0.56536585,0.3031672,0.56536585,0.36462,0.6145281,0.3031672,0.618625,0.33594203,0.6759809,0.32365146,0.6841746,0.31545776,neutral
0.045065396,0.5448816,0.15568045,0.4260728,0.18026158,0.6636903,0.30726406,0.35232943,0.3400389,0.72924,0.29907033,0.44655707,0.36871687,0.6309155,0.45884764,0.45884764,0.4629445,0.589947,0.6227218,0.5121068,0.70056206,0.58175325,0.84395194,0.5448816,0.90540475,0.52030045,neutral
0.12700248,0.5243973,0.20893955,0.4178791,0.22532697,0.6227218,0.36052316,0.36462,0.35232943,0.6923683,0.36052316,0.43426654,0.40558854,0.6145281,0.49981618,0.44246024,0.49571934,0.5776564,0.6309155,0.5448816,0.6636903,0.5694627,0.78249913,0.5694627,0.8398551,0.5243973,neutral
0.11471191,0.5121068,0.22123012,0.42197597,0.22123012,0.6227218,0.35232943,0.3564263,0.35232943,0.6841746,0.40558854,0.44246024,0.38510427,0.589947,0.5080099,0.4711382,0.49162248,0.5694627,0.64320606,0.5530753,0.7128526,0.58175325,0.78659594,0.561269,0.8398551,0.5243973,neutral
0.11880877,0.52030045,0.2130364,0.42197597,0.23352067,0.6227218,0.36052316,0.3564263,0.36871687,0.70056206,0.43836337,0.4260728,0.41378227,0.618625,0.49162248,0.46704134,0.49981618,0.589947,0.6677872,0.5571721,0.6800778,0.6063344,0.7947897,0.5776564,0.84395194,0.56536585,neutral
0.12700248,0.5284942,0.22942382,0.41378227,0.24171439,0.6227218,0.36871687,0.3482326,0.36871687,0.6841746,0.4547508,0.43426654,0.43016967,0.64320606,0.5121068,0.4793319,0.5080099,0.6063344,0.6964652,0.5694627,0.7210463,0.6227218,0.83166134,0.58175325,0.88901734,0.5694627,neutral
0.12290562,0.53259104,0.22532697,0.4178791,0.23352067,0.6309155,0.36871687,0.36052316,0.37691057,0.68827146,0.4547508,0.43836337,0.43426654,0.62681866,0.5080099,0.48752564,0.5162036,0.61043125,0.67188406,0.5776564,0.6923683,0.63910925,0.81527394,0.589947,0.8357582,0.6145281,neutral
0.14748675,0.5407847,0.24990809,0.44246024,0.26219866,0.6309155,0.39329797,0.35232943,0.43016967,0.70056206,0.48752564,0.4547508,0.46704134,0.5776564,0.5407847,0.48752564,0.5571721,0.6145281,0.6800778,0.5694627,0.6513998,0.6473029,0.8480488,0.59814066,0.84395194,0.6350124,neutral
0.4547508,0.38100743,0.48342878,0.35232943,0.49162248,0.4096854,0.49571934,0.36462,0.49981618,0.4014917,0.50391304,0.3400389,0.53259104,0.39329797,0.5448816,0.36871687,0.53259104,0.39739484,0.54897845,0.36052316,0.5407847,0.4096854,0.59814066,0.36871687,0.6063344,0.40558854,neutral
0.45065394,0.36871687,0.4629445,0.36052316,0.48342878,0.41378227,0.49981618,0.36052316,0.5080099,0.4096854,0.5448816,0.36462,0.5448816,0.4096854,0.5448816,0.36462,0.5243973,0.4014917,0.5776564,0.3728137,0.5735596,0.4096854,0.618625,0.39329797,0.6145281,0.40558854,neutral
0.4547508,0.38100743,0.4793319,0.3728137,0.46704134,0.4096854,0.50391304,0.3564263,0.50391304,0.43016967,0.5448816,0.36871687,0.52030045,0.41378227,0.5243973,0.3728137,0.5243973,0.40558854,0.561269,0.3728137,0.54897845,0.40558854,0.6063344,0.37691057,0.6022375,0.42197597,neutral
0.4547508,0.40558854,0.4793319,0.3728137,0.4711382,0.41378227,0.50391304,0.36462,0.50391304,0.43016967,0.52030045,0.37691057,0.52030045,0.4178791,0.5407847,0.3728137,0.5243973,0.41378227,0.5571721,0.37691057,0.54897845,0.4096854,0.59814066,0.38920113,0.6063344,0.4178791,neutral
0.44655707,0.39739484,0.46704134,0.38100743,0.4629445,0.42197597,0.5080099,0.36462,0.49571934,0.44246024,0.52030045,0.3728137,0.52030045,0.4178791,0.5162036,0.39329797,0.53259104,0.41378227,0.5530753,0.38510427,0.5571721,0.42197597,0.59814066,0.39739484,0.59814066,0.42197597,neutral
0.45065394,0.40558854,0.4793319,0.37691057,0.4793319,0.40558854,0.49571934,0.3728137,0.49571934,0.44246024,0.52030045,0.39329797,0.53668785,0.42197597,0.5284942,0.40558854,0.5162036,0.43016967,0.5571721,0.38920113,0.5694627,0.4260728,0.589947,0.39329797,0.589947,0.4260728,neutral
0.44246024,0.39739484,0.46704134,0.4014917,0.4547508,0.4260728,0.49162248,0.37691057,0.48752564,0.42197597,0.5243973,0.38920113,0.49162248,0.42197597,0.50391304,0.39739484,0.5243973,0.4260728,0.5571721,0.38510427,0.5407847,0.42197597,0.6063344,0.40558854,0.59814066,0.41378227,neutral
0.4096854,0.43016967,0.45065394,0.41378227,0.42197597,0.4629445,0.46704134,0.39739484,0.47523507,0.43836337,0.4711382,0.4096854,0.48342878,0.43016967,0.5080099,0.40558854,0.50391304,0.4260728,0.5162036,0.4260728,0.52030045,0.41378227,0.6022375,0.4014917,0.59814066,0.4178791,neutral
